Time,No,Text
201306,54830,"[C]KUNDE GIBT AN: Klopfgeräusche im vorderen Bereich prüfen
[R]Stabiverbindungsstangen erneuert:
[T]Prüfung ergab Stabiverbindungsstangen vorne ausgeschlagen
müssen erneuert werden
[C]KUNDE GIBT AN: Klopfgeräusche im vorderen Bereich prüfen
[R] Stabiverbindungsstangen erneuert:
[T]Prüfung ergab Stabiverbindungsstangen vorne ausgeschlagen
müssen erneuert werden
"
201304,54840,"[C]Geräusche beim durchfahren von Fahrbahnunebenheiten
[R]beide Stabilisator Stützen vorn ersetzt
[T]beide Stabilisator  Stützen Vorderachse ausgeschlagen
[C]Geräusche beim durchfahren von Fahrbahnunebenheiten
[R]beide Stabilisator Stützen vorn ersetzt
[T]beide Stabilisator  Stützen Vorderachse ausgeschlagen
"
201307,54830,"[C]Klappern aus Bereich Vorderachse
[R]Koppelstange vorne rechts erneuert
[T]Koppelstange vorne rechts defekt
[C]Klappern aus Bereich Vorderachse
[R]Koppelstange vorne rechts erneuert
[T]Koppelstange vorne rechts defekt
"
201304,54830,"[C]Klappern vorne prüfen.
[R]Erneuerung beider Koppelstangen an der Vorderachse.
[T]Anormale Klappergeräusche kommen während der Fahrt von der Vorderachse. Die Kugelköpfe der beiden Koppelstangen sind ausgeschlagen und weisen erhöhtes Spiel auf.
[C]Klappern vorne prüfen.
[R]Erneuerung beider Koppelstangen an der Vorderachse.
[T]Anormale Klappergeräusche kommen während der Fahrt von der Vorderachse. Die Kugelköpfe der beiden Koppelstangen sind ausgeschlagen und weisen erhöhtes Spiel auf.
"
201305,54830,"[C]Klappern vorn.
[R]Erneuerung von beiden Koppelstangen Vorderachse.
[T]Ein Klappergeräusch kommt von der Vorderachse während Fahrten über unebenen Straßen. Ursache dafür sind ausgeschlagene Kugelköpfe beider Koppelstangen.
"
201301,54830,"[C]Klappern an der Vorderachse.
[R]Koppelstangen Vorderachse erneuert.
[T]Während der Fahrt kommen anormale Klappergeräusche von der Vorderachse. Ursache dafür sind ausgeschlagene Kugelköpfe beider vorderen Koppelstangen.
"
201303,54830,"[C]Klappern re und links bei unebener Fahrbahn
[R]Stabistangen li u re erneuern
[T]Stabistangen avorn ausgeschlagen
[L]2230
[C]Klappern re und links bei unebener Fahrbahn
[R]Stabistangen li u re erneuern
[T]Stabistangen avorn ausgeschlagen
[L]2230
"
201303,54830,"[T]KUNDE GIBT AN KLAPPERGERAEUSCH VORN BEIM UEBERFAHREN VON UNEBENHEITEN GELENKE BEIDER STABISTANGEN HABEN SPIEL,AUSGESCHLAGEN
"
201304,54830,"[C]Unterbodengeräusch bei Fahrten über Unebenheiten
[R]Stabistreben erneuern
[T]Stabistreben vorne rechts und links ausgeschlagen
[C]Unterbodengeräusch bei Fahrten über Unebenheiten
[R]Stabistreben erneuern
[T]Stabistreben vorne rechts und links ausgeschlagen
"
201306,54830,"[C]Bei Unebenheiten Poltergeräusche von hinten
[R]Stabistreben beidseitig erneuert
[T]Stabistreben ausgeschlagen
[C]Bei Unebenheiten Poltergeräusche von hinten
[R]Stabistreben beidseitig erneuert
[T]Stabistreben ausgeschlagen
"
201301,54830,"[C]klappergeräusche beim fahren
[R]koppelstangen vorne erneuern
[T]Koppelstangen vorne ausgeschlagen
[C]klappergeräusche beim fahren
[R]koppelstangen vorne erneuern
[T]Koppelstangen vorne ausgeschlagen
"
201302,54840,"[C]Geräusch vorne bei Unebenheiten
[R]Stabistangen vorne links und rechts erneuert
[T]Stabistangen vorne links und rechts ausgeschlagen
[C]Geräusch vorne bei Unebenheiten
[R]Stabistangen vorne links und rechts erneuert
[T]Stabistangen vorne links und rechts ausgeschlagen
"
201306,54840,"[C]KLOPFENDES GERÄUSCH BEI UNEBENER FAHRBAHN
[R]STABIGELENKE VORNE LINKS UND RECHTS ERNEUERT
[T]STABIGELENKE VORNE LINKS UND RECHTS AUSGESCHLAGEN
[C]KLOPFENDES GERÄUSCH BEI UNEBENER FAHRBAHN
[R]STABIGELENKE VORNE LINKS UND RECHTS ERNEUERT
[T]STABIGELENKE VORNE LINKS UND RECHTS AUSGESCHLAGEN
"
201304,54840,"[C]KLAPPERGERÄUSCH IM BEREICH DER VORDERACHSE
[R]STABISTANGEN VORNE LINKS UND RECHTS ERNEUERT
[T]STABISTANGEN VORNE HABEN SPIEL
[C]KLAPPERGERÄUSCH IM BEREICH DER VORDERACHSE
[R]STABISTANGEN VORNE LINKS UND RECHTS ERNEUERT
[T]STABISTANGEN VORNE HABEN SPIEL
"
201307,54830,"[C]METALLISCHES KLAPPERN IM VORDEREN BEREICH
[R]STABIGELENKE VORNE LINKS UND RECHTS ERNEUERT
[T]BEIDE STABIGELENKE VORNE AUSGESCHLAGEN
[C]METALLISCHES KLAPPERN IM VORDEREN BEREICH
[R]STABIGELENKE VORNE LINKS UND RECHTS ERNEUERT
[T]BEIDE STABIGELENKE VORNE AUSGESCHLAGEN
"
201301,54830,"[C]KLAPPERN VORNE BEI UNEBENER WEGSTRECKE
[R]STABISTANGE VORNE LINKSERNEUERT
[T]STABISTANGE VORNE LINKS AUSGESCHLAGEN
[C]KLAPPERN VORNE BEI UNEBENER WEGSTRECKE
[R]STABISTANGE VORNE LINKSERNEUERT
[T]STABISTANGE VORNE LINKS AUSGESCHLAGEN
"
201304,54830,"[C]AUF PROBEFAHRT FESTGESTELLT, KLAPPERGERÄUSCHE
[R]STABISTANGE VORNE RECHTS ERNEUERT
[T]STABISTANGE VORNE RECHTS AUSGESCHLAGEN
[C]AUF PROBEFAHRT FESTGESTELLT, KLAPPERGERÄUSCHE
[R]STABISTANGE VORNE RECHTS ERNEUERT
[T]STABISTANGE VORNE RECHTS AUSGESCHLAGEN
"
201304,54840,"[C]GERÄUSCHE IM VORDERWAGEN BEIM FAHREN ÜBER BODENWELLEN ODER UNEBENHEITEN
[R]STABISTANGE VORNE RECHTS ERNEUERT
[T]STABISTANGE VORNE RECHTS AUSGESCHLAGEN
[C]GERÄUSCHE IM VORDERWAGEN BEIM FAHREN ÜBER BODENWELLEN ODER UNEBENHEITEN
[R]STABISTANGE VORNE RECHTS ERNEUERT
[T]STABISTANGE VORNE RECHTS AUSGESCHLAGEN
"
201303,55300,"[C]POLTERGERÄUSCHE BEI FAHREN ÜBER BODENWELLEN UND UNEBENHEITEN IM HECKBEREICH
[R]STOSSDÄMPFER HINTEN RECHTS ERNEUERT
[T]STOSSDÄMPFER HINTEN RECHTS UNDICHT-ÖLAUSTRITT
[C]POLTERGERÄUSCHE BEI FAHREN ÜBER BODENWELLEN UND UNEBENHEITEN IM HECKBEREICH
[R]STOSSDÄMPFER HINTEN RECHTS ERNEUERT
[T]STOSSDÄMPFER HINTEN RECHTS UNDICHT-ÖLAUSTRITT
"
201303,54840,"[C]LAUTES KLACKERN BEI FAHRTEN ÜBER UNEBENHEOITEN
[R]BEIDE STABISTANGEN ERNEUERT
[T]STABISTANGE VORNE RECHTS UND VORNE LINKS AUSGESCHLAGEN
[C]LAUTES KLACKERN BEI FAHRTEN ÜBER UNEBENHEOITEN
[R]BEIDE STABISTANGEN ERNEUERT
[T]STABISTANGE VORNE RECHTS UND VORNE LINKS AUSGESCHLAGEN
"
201307,55300,"[C]Bei der Direktannahme wurde festgestellt, dass die Stoßdämpfer der HA undicht sind.
[R]Stoßdämpfer HA erneuert
[T]Stoßdämpfer HA undicht
"
201303,54830,"[C]Geräusche beim Fahren......................................................
[R]Beide Stabilisatorpendel erneuern.........................................
[T]Beide Stabilisatorpendel haben Spiel und machen Geräusche
[C]Geräusche beim Fahren......................................................
[R]Beide Stabilisatorpendel erneuern.........................................
[T]Beide Stabilisatorpendel haben Spiel und machen Geräusche
"
201302,54830,"[C]Schlagendes Geräusch an der Vorderachse im Fahrbetrieb
[R]Beide vorderen Koppelstangen erneuert
[T]Koppelstangen VA defekt
[C]Schlagendes Geräusch an der Vorderachse im Fahrbetrieb
[R]Beide vorderen Koppelstangen erneuert
[T]Koppelstangen VA defekt
"
201302,54830,"[C]Geräusch Vorderachse bei unebener Fahrbahn
[R]Beide vorderen Koppelstangen erneuert
[T]Koppelstangen VA defekt
[C]Geräusch Vorderachse bei unebener Fahrbahn
[R]Beide vorderen Koppelstangen erneuert
[T]Koppelstangen VA defekt
"
201304,54830,"[C]POLTERGERÄUSCHE VA
[R]STABI ERN
[T]STABI VL ERHÖHTES SPIEL
[C]POLTERGERÄUSCHE VA
[R]STABI ERN
[T]STABI VL ERHÖHTES SPIEL
"
201301,54840,"[C]Poltern von der Vorderachse beim überfahren von unebener Fahrbahn
[T]erhöhte Abnutzung im Kugelkopf der rechten Druckstange und dadurch erhöhtes Spiel
[C]Poltern von der Vorderachse beim überfahren von unebener Fahrbahn
[T]erhöhte Abnutzung im Kugelkopf der rechten Druckstange und dadurch erhöhtes Spiel
"
201304,55300,"[C]Bei Werkstattaufenthalt festgestellt das der Rechte hintere Stoßdämpfer undicht ist
[R]Stoßdämpfer hinten rechts erneuert
[T]Durch einen nachlassenden Anpressdruck der Dichtlippe zum Simmerering im Stoßdämpfer , konnte Öl austreten
[C]Bei Werkstattaufenthalt festgestellt das der Rechte hintere Stoßdämpfer undicht ist
[R]Stoßdämpfer hinten rechts erneuert
[T]Durch einen nachlassenden Anpressdruck der Dichtlippe zum Simmerering im Stoßdämpfer , konnte Öl austreten
"
201304,54830,"[C]Klappern von der Vorderachse
[R]Beide Koppelstangen erneuert
[T]Durch starke Beanspruchung zum Kugelkopf der Koppelstange entstand eine erhöhte Abnutzung und dadurch erhöhtes Spiel
[C]Klappern von der Vorderachse
[R]Beide Koppelstangen erneuert
[T]Durch starke Beanspruchung zum Kugelkopf der Koppelstange entstand eine erhöhte Abnutzung und dadurch erhöhtes Spiel
"
201304,55300,"[C]Stoßdämpfer hinten Ölverlust , bei Inspektion festgestellt
[R]Beide Stoßdämpfer der Hinterachse erneuert
[T]Durch zu geringen Anpressdruck des Simmerrings zur Kolbenstange der Stoßdämpfer konnte Öl austreten
[C]Stoßdämpfer hinten Ölverlust , bei Inspektion festgestellt
[R]Beide Stoßdämpfer der Hinterachse erneuert
[T]Durch zu geringen Anpressdruck des Simmerrings zur Kolbenstange der Stoßdämpfer konnte Öl austreten
"
201303,54830,"[C]Geräusch bei Bodenwellen
[R]Teilersatz
[T]Kopplstange li ausgeschlagen
[C]Geräusch bei Bodenwellen
[R]Teilersatz
[T]Kopplstange li ausgeschlagen
"
201306,54830,"[C]klappern bei überfahren von Unebenheiten
[R]Stabilisatorpendel links ersetzt
[T]Halter Stabilisator vorne links ausgeschlagen
[C]klappern bei überfahren von Unebenheiten
[R]Stabilisatorpendel links ersetzt
[T]Halter Stabilisator vorne links ausgeschlagen
"
201307,54840,"[C]Poltergeräusche von der Vorderachse kommend
[R]Koppelstangen vorne erneuert
[T]Kugelköpfe der Koppelstangen haben erhöhtes Spiel
[C]Poltergeräusche von der Vorderachse kommend
[R]Koppelstangen vorne erneuert
[T]Kugelköpfe der Koppelstangen haben erhöhtes Spiel
"
201305,54840,"[C]Geräuschentwicklung bei unebener Fahrbahn
[R]Stabistreben vorne rechts und links erneuert
[T]Kugelgelenk der Stabistreben vorn ausgeschlagen
"
201303,54840,"[C]bei der Hauptvoruntersuchung festgestellt: Stabi vorne rechts ausgeschlagen
[R]Stabi vorne rechts erneuert
[T]Stabi vorne rechts ausgeschlagen
[C]bei der Hauptvoruntersuchung festgestellt: Stabi vorne rechts ausgeschlagen
[R]Stabi vorne rechts erneuert
[T]Stabi vorne rechts ausgeschlagen
"
201307,54840,"[C]Klappergeräsuche von der Vorderachse
[R]Koppelstangen erneuert
[T]Koppelstangen sind ausgeschlagen
[C]Klappergeräsuche von der Vorderachse
[R]Koppelstangen erneuert
[T]Koppelstangen sind ausgeschlagen
"
201308,54830,"[C]Bei Bodenwellen sind Klappergeräusche zu hören
[R]Stabilisatoren rechts und links erneuert
[T]Stabistreben klappern bei Unebenheiten
[C]Bei Bodenwellen sind Klappergeräusche zu hören
[R]Stabilisatoren rechts und links erneuert
[T]Stabistreben klappern bei Unebenheiten
"
201305,54830,"[C]Stabistangen sind ausgeschlagen
[R]Stabistangen vorne beide ersetzt
[T]Stabistangen sind ausgeschlagen
[C]Stabistangen sind ausgeschlagen
[R]Stabistangen vorne beide ersetzt
[T]Stabistangen sind ausgeschlagen
"
201301,54830,"[C]Geräusch mittig hinten bei Bodenwellen ab 20km/h
[R]Beise Stabipendel ersetzen
[T]Beide Stabipendel vorne sind ausgeschlagen
[C]Geräusch mittig hinten bei Bodenwellen ab 20km/h
[R]Beise Stabipendel ersetzen
[T]Beide Stabipendel vorne sind ausgeschlagen
"
201303,54830,"[C]Geraeusche bei Bodenwellen
[R]Beide Stabipendel Vorderachse ersetzt
[T]Beide Stabipendel Vorderachse sind ausgeschlagen
[C]Geraeusche bei Bodenwellen
[R]Beide Stabipendel Vorderachse ersetzt
[T]Beide Stabipendel Vorderachse sind ausgeschlagen
"
201306,54830,"[C]Wenn man ueber Bodenwellen faehrt klapper Geraeusch von Vorderachse
[R]Beide vordere Stabilisatorpendel ersetzt
[T]Beide STabilisatorpendel vorne sind ausgeschlagen
"
201305,54830,"[C]Bei Wartung festgestellt: Beide Stabipendel vorne ausgeschlagen
[R]Bei Stabipendel Vorderachse ersetzt
[T]Beide Stabipendel ausgeschlagen
[C]Bei Wartung festgestellt: Beide Stabipendel vorne ausgeschlagen
[R]Bei Stabipendel Vorderachse ersetzt
[T]Beide Stabipendel ausgeschlagen
"
201302,54840,"[C]Klappergeräusche bei Bodenwellen
[R]Stabistange rechte ersetzen
[T]Stabistange rechts ist ausgeschlagen
[C]Klappergeräusche bei Bodenwellen
[R]Stabistange rechte ersetzen
[T]Stabistange rechts ist ausgeschlagen
"
201306,55300,"[C]Stossdämpfer hinten rechts verölt
[R]Stossdämpfer hinten rechts ersetzt
[T]Stossdämpfer hinten rechts undicht
[C]Stossdämpfer hinten rechts verölt
[R]Stossdämpfer hinten rechts ersetzt
[T]Stossdämpfer hinten rechts undicht
"
201307,54840,"[C]Stabipendel vorne rechts ist ausgeschlagen
[R]Stabipendel rechts ersetzt
[T]Materialfehler am Pendel
[C]Stabipendel vorne rechts ist ausgeschlagen
[R]Stabipendel rechts ersetzt
[T]Materialfehler am Pendel
"
201306,55300,"[C]Ölverlustverlust am Stossdämpfer hinten links
[R]Stossdämpfer hinten links ersetzt
[T]Stossdämpfer hinten links undicht
[C]Ölverlustverlust am Stossdämpfer hinten links
[R]Stossdämpfer hinten links ersetzt
[T]Stossdämpfer hinten links undicht
"
201304,54830,"[C]Klappergeräusche Vorderachse
[R]Stabi's erneuern, Probefahrt - OK!
[T]Stabi's vorne ausgeschlagen
[C]Klappergeräusche Vorderachse
[R]Stabi's erneuern, Probefahrt - OK!
[T]Stabi's vorne ausgeschlagen
"
201303,54840,"[C]Klappergeräusch vorne rechts bei Unebenheiten
[R]Stabi vorne rechts erneuern, Probefahrt - OK!
[T]Stabi vorne rechts ausgeschlagen
[C]Klappergeräusch vorne rechts bei Unebenheiten
[R]Stabi vorne rechts erneuern, Probefahrt - OK!
[T]Stabi vorne rechts ausgeschlagen
"
201304,55300,"[C]Bei der HU wurde ein undichter Stoßdämpfer hinten festgestellt
[R]Stoßdämpfer hinten links ersetzen
[T]Stoßdämpfer hinten links undicht
[C]Bei der HU wurde ein undichter Stoßdämpfer hinten festgestellt
[R]Stoßdämpfer hinten links ersetzen
[T]Stoßdämpfer hinten links undicht
"
201302,55300,"[C]Kunde gibt an: TÜV bemängelt den rechten Stoßdämpfer hinten &#40;undicht&#41;
[R]Stoßdämpfer HR undicht
[T]Stoßdämpfer HR undicht
[C]Kunde gibt an: TÜV bemängelt den rechten Stoßdämpfer hinten &#40;undicht&#41;
[R]Stoßdämpfer HR undicht
[T]Stoßdämpfer HR undicht
"
201301,54840,"[C]Kunde gibt an: Knackgeräusche Vorderachse bei Fahrbahnunebenheiten
[R]Koppelstangen erneuern
[T]Beide Koppelstangen defekt
[C]Kunde gibt an: Knackgeräusche Vorderachse bei Fahrbahnunebenheiten
[R]Koppelstangen erneuern
[T]Beide Koppelstangen defekt
"
201305,55300,"[C]Kunde gibt an: TÜV bemängelt einen undichten Stoßdämpfer hinten links
[R]Stoßdämpfer hinten links erneuern
[T]Stoßdämpfer hinten links undicht
[C]Kunde gibt an: TÜV bemängelt einen undichten Stoßdämpfer hinten links
[R]Stoßdämpfer hinten links erneuern
[T]Stoßdämpfer hinten links undicht
"
201301,54830,"[C]Kunde gibt an: Klappergeräusche beim Fahren
[R]Koppelstange erneuern
[T]Koppelstange links ausgeschlagen
[C]Kunde gibt an: Klappergeräusche beim Fahren
[R]Koppelstange erneuern
[T]Koppelstange links ausgeschlagen
"
201308,54830,"[C]Der Kunde gibt an: Der TÜV-Prüfer bemängelt eine ausgeschlagene Koppelstange vorne links.
[R]Koppelstange ern.
[T]Koppelstange ausgeschlagen
[C]Der Kunde gibt an: Der TÜV-Prüfer bemängelt eine ausgeschlagene Koppelstange vorne links.
[R]Koppelstange ern.
[T]Koppelstange ausgeschlagen
"
201307,54840,"[C]Klappern bei Unebenheiten
[R]Beide Stangen tauschen
[T]Verbindungsstangen am Stabilisator erhöhtes Spiel an den Gelenken links und rechts
[L]2284
[C]Klappern bei Unebenheiten
[R]Beide Stangen tauschen
[T]Verbindungsstangen am Stabilisator erhöhtes Spiel an den Gelenken links und rechts
[L]2284
"
201305,54830,"[C]Geräusch an Vorderachse beim fahren auf unebener Fahrbahn
[R]Koppelstange vorn links erneuern
[T]Koppelstange vorn links ausgeschlagen
[C]Geräusch an Vorderachse beim fahren auf unebener Fahrbahn
[R]Koppelstange vorn links erneuern
[T]Koppelstange vorn links ausgeschlagen
"
201303,54830,"[C]Klappergeräusch beim fahren auf unebener Strasse
[R]Stabigelenk vorne links erneuern
[T]Stabigelenk vorne links ausgeschlagen
[C]Klappergeräusch beim fahren auf unebener Strasse
[R]Stabigelenk vorne links erneuern
[T]Stabigelenk vorne links ausgeschlagen
"
201306,54830,"[C]Klappergeräusche aus dem vorderen Bereich beim fahren auf unebener Strasse
[R]Stabigelenk vorne links erneuern
[T]Stabigelenk vorne links ausgeschlagen
[C]Klappergeräusche aus dem vorderen Bereich beim fahren auf unebener Strasse
[R]Stabigelenk vorne links erneuern
[T]Stabigelenk vorne links ausgeschlagen
"
201303,55300,"[T]KLAPPERGERAEUSCHE BEIM FAHREN AUF UNEBENER STRASSE. OELVERLUST AN BEIDEN STOSSDAEMPFERN HINTEN. BEIDE STOSSDAEMPFER HINTEN UNDICHT
"
201303,54830,"[C]Geräusch beim fahren
[R]Stabistangen rechts und links erneuern
[T]Stabistangen rechts und links ausgeschlagen
[L]2289
[C]Geräusch beim fahren
[R]Stabistangen rechts und links erneuern
[T]Stabistangen rechts und links ausgeschlagen
[L]2289
"
201301,55300,"[C]Fahrzeug fährt schwammig
[R]Soßdämpfer HR ersetzen
[T]Stoßdämpfer HR undicht
[C]Fahrzeug fährt schwammig
[R]Soßdämpfer HR ersetzen
[T]Stoßdämpfer HR undicht
"
201301,54830,"[C]Klackerndes Geräusch bei Kurvenfahrt
[R]Stabipendel vorne links ersetzen
[T]Stabipendel vorne links erhöhtes Spiel
[C]Klackerndes Geräusch bei Kurvenfahrt
[R]Stabipendel vorne links ersetzen
[T]Stabipendel vorne links erhöhtes Spiel
"
201306,54830,"[C]Geräusche beim Überfahren von Unebenheiten
[R]Koppelstange vorne links ersetzt
[T]Koppelstange vorne links ist ausgeschlagen
[C]Geräusche beim Überfahren von Unebenheiten
[R]Koppelstange vorne links ersetzt
[T]Koppelstange vorne links ist ausgeschlagen
"
201302,55300,"[C]Stoßdämpfer hinten links ist undicht DEKRA-Mangel
[R]Stoßdämpfer hi. li. ers.
[T]Stoßdämpferkolbenstange ist undicht hi. li.
[L]Hermann Meyer Minden 2291
[C]Stoßdämpfer hinten links ist undicht DEKRA-Mangel
[R]Stoßdämpfer hi. li. ers.
[T]Stoßdämpferkolbenstange ist undicht hi. li.
[L]Hermann Meyer Minden 2291
"
201302,55300,"[C]polternde Geräusche von der Hinterachse
[R]Stoßdämpfer erneuert
[T]Geräusche überprüft - Undichtigkeit Stoßdämpfer hinten rechts
[C]polternde Geräusche von der Hinterachse
[R]Stoßdämpfer erneuert
[T]Geräusche überprüft - Undichtigkeit Stoßdämpfer hinten rechts
"
201303,54840,"[C]Schlaggeräusche bei unebener Fahrbahn
[R]Koppelstangen beidseitig ersetzt
[T]Koppelstangen beidseitig ausgeschlagen
[L]2297
[C]Schlaggeräusche bei unebener Fahrbahn
[R]Koppelstangen beidseitig ersetzt
[T]Koppelstangen beidseitig ausgeschlagen
[L]2297
"
201303,54830,"[C]Geräusche prüfen
[R]Koppelstangen ersetzen
[T]Koppelstangen ausgeschlagen
[C]Geräusche prüfen
[R]Koppelstangen ersetzen
[T]Koppelstangen ausgeschlagen
"
201302,54830,"[C]Klappergeräusche vorne li+re.
[R]Koppelstangen vorne li+re. ersetzen.
[T]Koppelstangen vorne links +rechts ausgeschlagen. Koppelstangen zuviel Spiel.
[C]Klappergeräusche vorne li+re.
[R]Koppelstangen vorne li+re. ersetzen.
[T]Koppelstangen vorne links +rechts ausgeschlagen. Koppelstangen zuviel Spiel.
"
201303,54840,"[C]Im Rahmen der Inspektion festgestellt worden: Stabigelenke links und rechts ausgeschlagen
[R]Stabigelenke links und rechts erneuert
[T]Stabigelenke links und rechts ausgeschlagen
[C]Im Rahmen der Inspektion festgestellt worden: Stabigelenke links und rechts ausgeschlagen
[R]Stabigelenke links und rechts erneuert
[T]Stabigelenke links und rechts ausgeschlagen
"
201301,54840,"[C]Poltern vorne bei unebener Fahrbahn
[R]Koppelstange an Vorderachse links und rechts ersetzt.
[T]Poltern aus Vorderachsbereich bei unebener Fahrbahn. Koppelstange Vorderachse links und rechts ausgeschlagen.
[C]Poltern vorne bei unebener Fahrbahn
[R]Koppelstange an Vorderachse links und rechts ersetzt.
[T]Poltern aus Vorderachsbereich bei unebener Fahrbahn. Koppelstange Vorderachse links und rechts ausgeschlagen.
"
201304,54830,"[C]Klopfgeräusch während der Fahrt.
[R]Koppelstange vorne links erneuert.
Koppelstange vorne erechts erneuert.
[T]Koppelstange vorne links ausgeschlagen/spiel vorhanden.
Koppelstange vorne rechts ausgeschlagen/spiel vorhanden.
"
201308,54840,"[T]KUNDE GIBT AN  GERAEUSCH VON VORNE BEI UNEBENER FAHRBAHN. DIAGNOSE  GERAEUSCH VON VORNE RECHTS BEI UNEBENER FAHRBAHN. FAHRZEUGAUFHAENGUNG UEBERPRUEFT, KOPPELSTANGE VORNE RECHTS AUSGESCHLAGEN.
"
201304,54830,"[T]KUNDE GIBT AN  KLOPFENDES GERAEUSCH AUS VORDERACHSBEREICH. DIAGNOSE  KOPPELSTANGE VORNE LINKS AUSGESCHLAGEN.
"
201307,55300,"[C]DÄMPFER HINTEN ÖLEN 
TÜV BEMÄNGELT
[R]DÄMPFER HINTEN LI UND RE ERNEUERT
[T]FAHRZEUG SCHAUKELT AUF 
DÄMPFER HINTEN ÖLEN
[C]DÄMPFER HINTEN ÖLEN 
TÜV BEMÄNGELT
[R]DÄMPFER HINTEN LI UND RE ERNEUERT
[T]FAHRZEUG SCHAUKELT AUF 
DÄMPFER HINTEN ÖLEN
"
201303,54830,"[C]KLAPPERGERÄUSCH VORNE
[R]STABI A+E UND ERNEUERN
[T]STABISTREBE VORNE LINKS AUSGESCHLAGEN
[C]KLAPPERGERÄUSCH VORNE
[R]STABI A+E UND ERNEUERN
[T]STABISTREBE VORNE LINKS AUSGESCHLAGEN
"
201301,54830,"[C]KLAPPERGERÄUSCH VORDERACHSE
[R]BEI STABISTREBEN A+E UND ERNEUERN
[T]STABISTREBE L+R AUSGESCHLAGEN
"
201308,55300,"[C]Quietschgeräusche auf unebener Fahrbahn aus hinterem Bereich
[R]Stoßdämpfer hi. re. erneuert
[T]Stoßdämper hi re defekt
[C]Quietschgeräusche auf unebener Fahrbahn aus hinterem Bereich
[R]Stoßdämpfer hi. re. erneuert
[T]Stoßdämper hi re defekt
"
201302,54840,"[C]Poltergeraeusche von der Vorderachse
[R]Druckstange vorne rechts ersetzt
[T]Druckstange vorne rechts ausgeschlagen
"
201306,55300,"[C]Ölflecken hinten unter dem Fahrzeug
[R]Stoßdämpfer hinten erneuern
[T]Stoßdämpfer hinten undicht
[C]Ölflecken hinten unter dem Fahrzeug
[R]Stoßdämpfer hinten erneuern
[T]Stoßdämpfer hinten undicht
"
201301,54830,"[C]Klopfgeräusche auf unebener Fahrbahn
[R]Kopelstange vr erneuert
[T]Koppelstange vorne rechts ausgeschlagen
[C]Klopfgeräusche auf unebener Fahrbahn
[R]Kopelstange vr erneuert
[T]Koppelstange vorne rechts ausgeschlagen
"
201303,54840,"[C]klappern von vorn vom Fahrwerk, bei jeder Fahrbahnunebenheit
[R]Koppelstangen vorn rechts und links erneuert
[T]Koppelstangen vorn stark ausgeschlagen, müssen erneuert werden
[L]Mangel behoben
"
201303,54830,"[C]Poltern auf unebener Str.
[R]Koppelstange ersetzt
[T]Koppelstange defekt
[L]Koppelstange
[C]Poltern auf unebener Str.
[R]Koppelstange ersetzt
[T]Koppelstange defekt
[L]Koppelstange
"
201301,54840,"[C]Klappergeräusch an der Vorderachse
[R]Koppelstange vorne rechts ersetzt
[T]Nach Austausch der Stabilagerung, Geräusch noch nicht vollständig behoben. Hebebühnenprüfung im eingefederten Zustand ergab Spiel in der Koppelstange rechts
[C]Klappergeräusch an der Vorderachse
[R]Koppelstange vorne rechts ersetzt
[T]Nach Austausch der Stabilagerung, Geräusch noch nicht vollständig behoben. Hebebühnenprüfung im eingefederten Zustand ergab Spiel in der Koppelstange rechts
"
201303,54830,"[C]Bei Bodenwellen klackert etwas
[R]Koppelstangen vorn erneuern
[T]Koppelstangen defekt- verursachen Geräusche
"
201301,54830,"[C]Lautes Poltern vorne bei Bodenwellen
[R]Beide Stabipendel ersetzt
[T]Stabipendel vorne ausgeschlagen
[C]Lautes Poltern vorne bei Bodenwellen
[R]Beide Stabipendel ersetzt
[T]Stabipendel vorne ausgeschlagen
"
201301,54840,"[C]Poltergeräusche von der Vorderachse prüfen
[R]Koppelstange VR ern
[T]Koppelstange VR ausgeschlagen
[C]Poltergeräusche von der Vorderachse prüfen
[R]Koppelstange VR ern
[T]Koppelstange VR ausgeschlagen
"
201303,54840,"[C]Geräusche an der Vorderachse
[R]Koppelstange vorne rechts erneuern
[T]Koppelstange vorne rechts ausgeschlagen
[C]Geräusche an der Vorderachse
[R]Koppelstange vorne rechts erneuern
[T]Koppelstange vorne rechts ausgeschlagen
"
201304,54840,"[C]Klopfgeräusch an der Vorderachse
[R]Stabistrebe erneuert
[T]Kugelgelenk an der rechten Stabistrebe ausgeschlagen
[C]Klopfgeräusch an der Vorderachse
[R]Stabistrebe erneuert
[T]Kugelgelenk an der rechten Stabistrebe ausgeschlagen
"
201304,54840,"[C]Klappergeräusche an der Vorderachse bei unebener Fahrbahn
[R]Koppelstangen erneuert
[T]Koppelstangen vom Stabilisator ausgeschlagen
[C]Klappergeräusche an der Vorderachse bei unebener Fahrbahn
[R]Koppelstangen erneuert
[T]Koppelstangen vom Stabilisator ausgeschlagen
"
201301,54830,"[C]Klapper vorn links
[R]Koppelstange vorn links ersetzen
[T]Koppelstange vorn links ausgeschlagen
[C]Klapper vorn links
[R]Koppelstange vorn links ersetzen
[T]Koppelstange vorn links ausgeschlagen
"
201301,55300,"[C]Stoßdämpfer hinten links undicht
[R]Stoßdämpfer hinten links erneuern
[T]Stoßdämpfer hinten links undicht
[C]Stoßdämpfer hinten links undicht
[R]Stoßdämpfer hinten links erneuern
[T]Stoßdämpfer hinten links undicht
"
